"id","muestra","feature_id","feature_type","conteo_crudo","condicion"
35772,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07380","gene",543,"ground"
35773,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07380","gene",434,"ground"
35774,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07380","gene",367,"ground"
35775,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07380","gene",460,"ground"
35776,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07380","gene",334,"ground"
35777,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07380","gene",673,"ground"
35778,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07390","gene",145,"ground"
35779,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07390","gene",287,"ground"
35780,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07390","gene",144,"ground"
35781,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07390","gene",213,"ground"
35782,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07390","gene",178,"ground"
35783,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07390","gene",103,"ground"
35784,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07390","gene",159,"ground"
35785,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07390","gene",200,"ground"
35786,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07390","gene",254,"ground"
35787,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07395","gene",2010,"ground"
35788,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07395","gene",2675,"ground"
35789,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07395","gene",1877,"ground"
35790,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07395","gene",2021,"ground"
35791,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07395","gene",1925,"ground"
35792,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07395","gene",1865,"ground"
35793,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07395","gene",2090,"ground"
35794,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07395","gene",1813,"ground"
35795,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07395","gene",2448,"ground"
35796,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07400","gene",201,"ground"
35797,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07400","gene",171,"ground"
35798,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07400","gene",168,"ground"
35799,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07400","gene",141,"ground"
35800,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07400","gene",127,"ground"
35801,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07400","gene",146,"ground"
35802,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07400","gene",187,"ground"
35803,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07400","gene",165,"ground"
35804,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07400","gene",134,"ground"
35805,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07405","gene",261,"ground"
35806,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07405","gene",168,"ground"
35807,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07405","gene",190,"ground"
35808,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07405","gene",132,"ground"
35809,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07405","gene",170,"ground"
35810,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07405","gene",140,"ground"
35811,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07405","gene",230,"ground"
35812,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07405","gene",197,"ground"
35813,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07405","gene",109,"ground"
35814,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07410","gene",129,"ground"
35815,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07410","gene",56,"ground"
35816,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07410","gene",106,"ground"
35817,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07410","gene",52,"ground"
35818,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07410","gene",93,"ground"
35819,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07410","gene",93,"ground"
35820,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07410","gene",129,"ground"
35821,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07410","gene",111,"ground"
35822,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07410","gene",34,"ground"
35823,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07415","gene",100,"ground"
35824,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07415","gene",50,"ground"
35825,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07415","gene",68,"ground"
35826,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07415","gene",53,"ground"
35827,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07415","gene",82,"ground"
35828,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07415","gene",50,"ground"
35829,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07415","gene",79,"ground"
35830,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07415","gene",76,"ground"
35831,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07415","gene",42,"ground"
35832,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07420","gene",2538,"ground"
35833,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07420","gene",3355,"ground"
35834,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07420","gene",1874,"ground"
35835,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07420","gene",2449,"ground"
35836,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07420","gene",2476,"ground"
35837,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07420","gene",2360,"ground"
35838,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07420","gene",2433,"ground"
35839,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07420","gene",2324,"ground"
35840,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07420","gene",2569,"ground"
35841,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07425","gene",6122,"ground"
35842,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07425","gene",8560,"ground"
35843,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07425","gene",4580,"ground"
35844,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07425","gene",6773,"ground"
35845,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07425","gene",7279,"ground"
35846,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07425","gene",5092,"ground"
35847,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07425","gene",6272,"ground"
35848,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07425","gene",7086,"ground"
35849,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07425","gene",6529,"ground"
35850,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07435","gene",1193,"ground"
35851,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07435","gene",1579,"ground"
35852,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07435","gene",825,"ground"
35853,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07435","gene",1274,"ground"
35854,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07435","gene",1053,"ground"
35855,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07435","gene",703,"ground"
35856,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07435","gene",1116,"ground"
35857,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07435","gene",917,"ground"
35858,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07435","gene",1291,"ground"
35859,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07440","gene",4325,"ground"
35860,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07440","gene",5072,"ground"
35861,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07440","gene",3361,"ground"
35862,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07440","gene",4468,"ground"
35863,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07440","gene",3759,"ground"
35864,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07440","gene",3177,"ground"
35865,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07440","gene",4461,"ground"
35866,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07440","gene",3549,"ground"
35867,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07440","gene",4567,"ground"
35868,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS15175","gene",95860,"ground"
35869,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS15175","gene",98867,"ground"
35870,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS15175","gene",78745,"ground"
35871,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS15175","gene",87113,"ground"
35872,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS15175","gene",106788,"ground"
35873,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS15175","gene",102490,"ground"
35874,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS15175","gene",111659,"ground"
35875,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS15175","gene",104179,"ground"
35876,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS15175","gene",81801,"ground"
35877,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07445","gene",8253,"ground"
35878,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07445","gene",6677,"ground"
35879,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07445","gene",6560,"ground"
35880,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07445","gene",6467,"ground"
35881,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07445","gene",8446,"ground"
35882,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07445","gene",5511,"ground"
35883,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07445","gene",7636,"ground"
35884,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07445","gene",7843,"ground"
35885,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07445","gene",5623,"ground"
35886,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07450","gene",4311,"ground"
35887,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07450","gene",4261,"ground"
35888,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07450","gene",4132,"ground"
35889,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07450","gene",3796,"ground"
35890,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07450","gene",4679,"ground"
35891,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07450","gene",3639,"ground"
35892,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07450","gene",4611,"ground"
35893,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07450","gene",4182,"ground"
35894,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07450","gene",3432,"ground"
35895,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07455","gene",1700,"ground"
35896,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07455","gene",1773,"ground"
35897,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07455","gene",1587,"ground"
35898,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07455","gene",1532,"ground"
35899,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07455","gene",1867,"ground"
35900,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07455","gene",1281,"ground"
35901,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07455","gene",1679,"ground"
35902,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07455","gene",1697,"ground"
35903,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07455","gene",1441,"ground"
35904,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07465","gene",10718,"ground"
35905,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07465","gene",12615,"ground"
35906,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07465","gene",9315,"ground"
35907,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07465","gene",11094,"ground"
35908,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07465","gene",9402,"ground"
35909,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07465","gene",8583,"ground"
35910,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07465","gene",10942,"ground"
35911,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07465","gene",8297,"ground"
35912,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07465","gene",11651,"ground"
35913,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07470","gene",54919,"ground"
35914,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07470","gene",67521,"ground"
35915,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07470","gene",50715,"ground"
35916,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07470","gene",57880,"ground"
35917,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07470","gene",48107,"ground"
35918,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07470","gene",50337,"ground"
35919,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07470","gene",59771,"ground"
35920,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07470","gene",44136,"ground"
35921,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07470","gene",64168,"ground"
35922,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07475","gene",793,"ground"
35923,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07475","gene",906,"ground"
35924,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07475","gene",960,"ground"
35925,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07475","gene",765,"ground"
35926,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07475","gene",934,"ground"
35927,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07475","gene",469,"ground"
35928,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07475","gene",663,"ground"
35929,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07475","gene",753,"ground"
35930,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07475","gene",858,"ground"
35931,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07480","gene",2004,"ground"
35932,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07480","gene",2565,"ground"
35933,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07480","gene",2910,"ground"
35934,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07480","gene",1900,"ground"
35935,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07480","gene",2534,"ground"
35936,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07480","gene",2205,"ground"
35937,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07480","gene",2079,"ground"
35938,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07480","gene",2311,"ground"
35939,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07480","gene",2486,"ground"
35940,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07485","gene",1915,"ground"
35941,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07485","gene",1845,"ground"
35942,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07485","gene",2296,"ground"
35943,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07485","gene",1428,"ground"
35944,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07485","gene",2023,"ground"
35945,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07485","gene",1720,"ground"
35946,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07485","gene",1894,"ground"
35947,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07485","gene",1790,"ground"
35948,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07485","gene",1807,"ground"
35949,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07490","gene",8125,"ground"
35950,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07490","gene",9265,"ground"
35951,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07490","gene",6934,"ground"
35952,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07490","gene",7902,"ground"
35953,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07490","gene",8791,"ground"
35954,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07490","gene",7280,"ground"
35955,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07490","gene",7997,"ground"
35956,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07490","gene",8216,"ground"
35957,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07490","gene",8327,"ground"
35958,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07495","gene",5450,"ground"
35959,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07495","gene",8217,"ground"
35960,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07495","gene",4167,"ground"
35961,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07495","gene",5533,"ground"
35962,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07495","gene",5570,"ground"
35963,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07495","gene",4440,"ground"
35964,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07495","gene",5450,"ground"
35965,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07495","gene",5067,"ground"
35966,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07495","gene",7185,"ground"
35967,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07500","gene",2101,"ground"
35968,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07500","gene",3178,"ground"
35969,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07500","gene",2068,"ground"
35970,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07500","gene",2341,"ground"
35971,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07500","gene",2430,"ground"
35972,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07500","gene",1911,"ground"
35973,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07500","gene",2161,"ground"
35974,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07500","gene",2304,"ground"
35975,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07500","gene",2796,"ground"
35976,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07505","gene",1998,"ground"
35977,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07505","gene",2882,"ground"
35978,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07505","gene",2194,"ground"
35979,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07505","gene",2286,"ground"
35980,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07505","gene",2614,"ground"
35981,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07505","gene",1785,"ground"
35982,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07505","gene",2092,"ground"
35983,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07505","gene",2536,"ground"
35984,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07505","gene",2560,"ground"
35985,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07510","gene",2453,"ground"
35986,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07510","gene",2790,"ground"
35987,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07510","gene",2516,"ground"
35988,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07510","gene",2283,"ground"
35989,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07510","gene",3126,"ground"
35990,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07510","gene",2269,"ground"
35991,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07510","gene",2442,"ground"
35992,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07510","gene",2959,"ground"
35993,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07510","gene",2346,"ground"
35994,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07515","gene",578,"ground"
35995,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07515","gene",506,"ground"
35996,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07515","gene",531,"ground"
35997,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07515","gene",414,"ground"
35998,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07515","gene",756,"ground"
35999,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07515","gene",514,"ground"
36000,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07515","gene",603,"ground"
36001,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07515","gene",671,"ground"
36002,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07515","gene",453,"ground"
36003,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07520","gene",31972,"ground"
36004,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07520","gene",33849,"ground"
36005,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07520","gene",31054,"ground"
36006,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07520","gene",28493,"ground"
36007,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07520","gene",37455,"ground"
36008,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07520","gene",31933,"ground"
36009,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07520","gene",34695,"ground"
36010,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07520","gene",33926,"ground"
36011,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07520","gene",29415,"ground"
36012,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07525","gene",943,"ground"
36013,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07525","gene",1344,"ground"
36014,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07525","gene",785,"ground"
36015,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07525","gene",936,"ground"
36016,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07525","gene",831,"ground"
36017,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07525","gene",610,"ground"
36018,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07525","gene",859,"ground"
36019,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07525","gene",668,"ground"
36020,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07525","gene",1298,"ground"
36021,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07530","gene",895,"ground"
36022,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07530","gene",1300,"ground"
36023,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07530","gene",785,"ground"
36024,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07530","gene",937,"ground"
36025,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07530","gene",784,"ground"
36026,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07530","gene",642,"ground"
36027,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07530","gene",796,"ground"
36028,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07530","gene",702,"ground"
36029,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07530","gene",1281,"ground"
36030,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07535","gene",3018,"ground"
36031,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07535","gene",4856,"ground"
36032,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07535","gene",3058,"ground"
36033,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07535","gene",3555,"ground"
36034,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07535","gene",3046,"ground"
36035,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07535","gene",2550,"ground"
36036,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07535","gene",3129,"ground"
36037,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07535","gene",2759,"ground"
36038,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07535","gene",4652,"ground"
36039,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07540","gene",1880,"ground"
36040,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07540","gene",2909,"ground"
36041,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07540","gene",1924,"ground"
36042,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07540","gene",2169,"ground"
36043,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07540","gene",1797,"ground"
36044,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS07540","gene",1838,"ground"
36045,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS07540","gene",1999,"ground"
36046,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS07540","gene",1774,"ground"
36047,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS07540","gene",2770,"ground"
36048,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS07545","gene",785,"ground"
36049,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS07545","gene",1114,"ground"
36050,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS07545","gene",813,"ground"
36051,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS07545","gene",871,"ground"
36052,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS07545","gene",889,"ground"
