"id","muestra","feature_id","feature_type","conteo_crudo","superficie","tipo_tiempo"
"677","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07510","gene","1","4","preflight"
"678","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS07580","gene","44","1","preflight"
"679","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS07580","gene","530","2","preflight"
"680","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07580","gene","280","4","preflight"
"681","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS07595","gene","96","3","preflight"
"682","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS07650","gene","36","1","preflight"
"683","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS07945","gene","270","3","preflight"
"684","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08100","gene","1","3","preflight"
"685","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08215","gene","3","3","preflight"
"686","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08225","gene","150","5","preflight"
"687","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08350","gene","124","1","preflight"
"688","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08350","gene","28","4","preflight"
"689","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08390","gene","1","4","preflight"
"690","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08410","gene","24","3","preflight"
"691","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08460","gene","78","1","preflight"
"692","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08460","gene","107","4","preflight"
"693","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08460","gene","218","5","preflight"
"694","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS08460","gene","222","7","preflight"
"695","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08485","gene","42","1","preflight"
"696","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08485","gene","148","3","preflight"
"697","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08485","gene","27","4","preflight"
"698","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08495","gene","120","3","preflight"
"699","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08640","gene","3","1","preflight"
"700","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08690","gene","226","5","preflight"
"701","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS15215","gene","1004","1","preflight"
"702","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS15215","gene","820","2","preflight"
"703","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS15215","gene","199","3","preflight"
"704","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS15215","gene","3289","4","preflight"
"705","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS15215","gene","77","5","preflight"
"706","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS15215","gene","220","7","preflight"
"707","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS15215","gene","149","9","preflight"
"708","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08785","gene","46","4","preflight"
"709","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08785","gene","89","5","preflight"
"710","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08815","gene","276","1","preflight"
"711","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS08815","gene","279","2","preflight"
"712","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08815","gene","264","3","preflight"
"713","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS08815","gene","68","4","preflight"
"714","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08815","gene","11","5","preflight"
"715","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS08820","gene","1","0","preflight"
"716","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS08825","gene","296","2","preflight"
"717","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS08825","gene","177","5","preflight"
"718","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS08900","gene","542","8","preflight"
"719","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS08905","gene","3","0","preflight"
"720","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08905","gene","56","1","preflight"
"721","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS08930","gene","6","3","preflight"
"722","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08965","gene","60","1","preflight"
"723","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS08965","gene","596","2","preflight"
"724","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08990","gene","58","1","preflight"
"725","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS08995","gene","1","1","preflight"
"726","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS09000","gene","106","1","preflight"
"727","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS09000","gene","36","4","preflight"
"728","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS09000","gene","120","5","preflight"
"729","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS09075","gene","1","0","preflight"
"730","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS09080","gene","2","2","preflight"
"731","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS09080","gene","290","6","preflight"
"732","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS09090","gene","26","4","preflight"
"733","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS09090","gene","1","5","preflight"
"734","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS09090","gene","21","9","preflight"
"735","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS09110","gene","32","4","preflight"
"736","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS09115","gene","244","5","preflight"
"737","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS09130","gene","1","8","preflight"
"738","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS09205","gene","28","1","preflight"
"739","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS09205","gene","540","3","preflight"
"740","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS09285","gene","1","9","preflight"
"741","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS09315","gene","1","1","preflight"
"742","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS09330","gene","15","4","preflight"
"743","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS09330","gene","8","6","preflight"
"744","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS09380","gene","1","2","preflight"
"745","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS09385","gene","158","3","preflight"
"746","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS09395","gene","238","3","preflight"
"747","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS09395","gene","8","4","preflight"
"748","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS09400","gene","431","3","preflight"
"749","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS15670","gene","464","4","preflight"
"750","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS09840","gene","2","2","preflight"
"751","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS09860","gene","31","6","preflight"
"752","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS09860","gene","1","9","preflight"
"753","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS09950","gene","68","1","preflight"
"754","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS09950","gene","234","7","preflight"
"755","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS09950","gene","140","9","preflight"
"756","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS10030","gene","1","5","preflight"
"757","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS10045","gene","1","1","preflight"
"758","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS10055","gene","28","7","preflight"
"759","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS10080","gene","33","6","preflight"
"760","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS10080","gene","1","8","preflight"
"761","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS10085","gene","42","1","preflight"
"762","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10085","gene","114","4","preflight"
"763","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS10085","gene","16","8","preflight"
"764","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS10095","gene","43","1","preflight"
"765","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS10095","gene","1","8","preflight"
"766","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10100","gene","1","4","preflight"
"767","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10115","gene","2","4","preflight"
"768","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS10115","gene","1","5","preflight"
"769","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10120","gene","8","4","preflight"
"770","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10125","gene","1","4","preflight"
"771","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS10125","gene","1","5","preflight"
"772","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS10145","gene","1","6","preflight"
"773","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS10170","gene","1","5","preflight"
"774","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS10170","gene","1","6","preflight"
"775","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS10305","gene","2","3","preflight"
"776","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS10310","gene","1","3","preflight"
"777","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS10400","gene","24","4","preflight"
"778","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS10405","gene","1","3","preflight"
"779","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS10425","gene","1","1","preflight"
"780","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS10435","gene","2","0","preflight"
"781","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS10475","gene","2","2","preflight"
"782","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS10600","gene","50","8","preflight"
"783","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS10745","gene","208","5","preflight"
"784","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS10760","gene","214","7","preflight"
"785","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS10995","gene","89","1","preflight"
"786","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11000","gene","28","4","preflight"
"787","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS11125","gene","80","9","preflight"
"788","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11155","gene","26","4","preflight"
"789","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS11190","gene","12","2","preflight"
"790","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11190","gene","42","4","preflight"
"791","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS11210","gene","1","9","preflight"
"792","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11300","gene","18","4","preflight"
"793","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS11425","gene","55","1","preflight"
"794","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11425","gene","48","4","preflight"
"795","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11435","gene","127","4","preflight"
"796","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS11435","gene","140","9","preflight"
"797","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS11515","gene","60","1","preflight"
"798","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11515","gene","18","4","preflight"
"799","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS11540","gene","147","2","preflight"
"800","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS11540","gene","2","7","preflight"
"801","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS11610","gene","5","8","preflight"
"802","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS11710","gene","36","8","preflight"
"803","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS11745","gene","1","5","preflight"
"804","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11750","gene","1","4","preflight"
"805","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS11750","gene","1","5","preflight"
"806","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS11870","gene","32","1","preflight"
"807","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS11870","gene","230","2","preflight"
"808","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS11870","gene","6","4","preflight"
"809","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12030","gene","96","4","preflight"
"810","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12035","gene","80","1","preflight"
"811","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12035","gene","80","4","preflight"
"812","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12075","gene","100","1","preflight"
"813","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12075","gene","17","4","preflight"
"814","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12080","gene","122","1","preflight"
"815","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12080","gene","734","2","preflight"
"816","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12080","gene","44","4","preflight"
"817","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12085","gene","260","3","preflight"
"818","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12085","gene","30","4","preflight"
"819","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12100","gene","2","1","preflight"
"820","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12100","gene","2","4","preflight"
"821","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12100","gene","479","5","preflight"
"822","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12105","gene","1","1","preflight"
"823","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12105","gene","1","4","preflight"
"824","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12105","gene","10","5","preflight"
"825","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12110","gene","704","2","preflight"
"826","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12110","gene","146","3","preflight"
"827","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12115","gene","13","4","preflight"
"828","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12120","gene","328","2","preflight"
"829","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12120","gene","92","4","preflight"
"830","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12120","gene","244","5","preflight"
"831","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12125","gene","1","1","preflight"
"832","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12125","gene","29","4","preflight"
"833","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS12125","gene","145","7","preflight"
"834","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12135","gene","161","1","preflight"
"835","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12135","gene","63","4","preflight"
"836","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS12135","gene","56","7","preflight"
"837","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12140","gene","194","1","preflight"
"838","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12140","gene","10","4","preflight"
"839","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12145","gene","192","1","preflight"
"840","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12145","gene","28","4","preflight"
"841","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12150","gene","196","3","preflight"
"842","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12150","gene","33","4","preflight"
"843","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12155","gene","88","1","preflight"
"844","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12155","gene","3","2","preflight"
"845","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12155","gene","206","3","preflight"
"846","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12155","gene","30","4","preflight"
"847","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS12155","gene","236","7","preflight"
"848","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12160","gene","101","1","preflight"
"849","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12160","gene","2","2","preflight"
"850","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12165","gene","3","3","preflight"
"851","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12165","gene","78","4","preflight"
"852","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS12170","gene","170","0","preflight"
"853","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12170","gene","1","1","preflight"
"854","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12170","gene","158","3","preflight"
"855","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12170","gene","124","4","preflight"
"856","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS12175","gene","1","0","preflight"
"857","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12175","gene","159","1","preflight"
"858","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12175","gene","221","2","preflight"
"859","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12175","gene","178","3","preflight"
"860","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12175","gene","75","4","preflight"
"861","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12175","gene","152","5","preflight"
"862","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS12175","gene","149","7","preflight"
"863","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12180","gene","76","1","preflight"
"864","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12180","gene","115","4","preflight"
"865","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS12180","gene","250","7","preflight"
"866","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12185","gene","44","3","preflight"
"867","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12185","gene","53","4","preflight"
"868","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12190","gene","307","1","preflight"
"869","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12190","gene","82","2","preflight"
"870","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12190","gene","318","4","preflight"
"871","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12190","gene","218","5","preflight"
"872","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS12190","gene","234","6","preflight"
"873","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12195","gene","2","4","preflight"
"874","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12195","gene","32","5","preflight"
"875","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12200","gene","44","1","preflight"
"876","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12200","gene","261","2","preflight"
"877","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12200","gene","66","4","preflight"
"878","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS12200","gene","3","9","preflight"
"879","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12205","gene","326","1","preflight"
"880","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS12205","gene","154","3","preflight"
"881","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12205","gene","36","4","preflight"
"882","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12210","gene","158","1","preflight"
"883","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12210","gene","92","4","preflight"
"884","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS12210","gene","78","5","preflight"
"885","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS12525","gene","14","4","preflight"
"886","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS12560","gene","34","1","preflight"
"887","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS12905","gene","28","2","preflight"
"888","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS12935","gene","66","8","preflight"
"889","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS13100","gene","18","2","preflight"
"890","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS13125","gene","52","9","preflight"
"891","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS13400","gene","50","2","preflight"
"892","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS13535","gene","1","3","preflight"
"893","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS13560","gene","136","2","preflight"
"894","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS13730","gene","274","7","preflight"
"895","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS13745","gene","163","7","preflight"
"896","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS13750","gene","4","0","preflight"
"897","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS13750","gene","1","8","preflight"
"898","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS13770","gene","34","1","preflight"
"899","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS13770","gene","100","4","preflight"
"900","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS14075","gene","1","3","preflight"
"901","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS14090","gene","2","4","preflight"
"902","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS14090","gene","100","5","preflight"
"903","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS14115","gene","132","3","preflight"
"904","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS14325","gene","1","3","preflight"
